,1,2,3,4,5,7,10
0.0833333333333333,17.75,17.75,17.75,17.50,17.00,17.00,16.00
0.25,19.50,19.00,19.00,18.00,17.50,17.00,16.00
0.5,20.00,20.00,19.25,18.50,18.75,17.75,16.75
1,22.50,21.75,20.50,20.00,19.50,18.25,16.75
2,22.00,22.00,20.75,19.50,19.75,18.25,16.75
3,21.50,21.00,20.00,19.25,19.00,17.75,16.50
4,20.75,20.25,19.25,18.50,18.25,17.50,16.00
5,20.00,19.50,18.50,17.75,17.50,17.00,15.50
